order_date,orders,revenue,gross_sales,discount,product_cost,profit,quantity,average_order_value,profit_margin,repeat_customer_rate,average_rating,negative_sentiment_rate,payment_failure_rate,delivery_delay_rate
2021-03-12,63,85735.09,83396.46,6693.67,43605.26,40819.98,333,1360.8744444444444,47.61175383381531,100.0,3.5583333333333336,1.5873015873015872,9.523809523809524,11.11111111111111
2021-03-13,71,89910.98,88102.05,9580.41,45633.7,42855.95,346,1266.3518309859155,47.664868072842715,98.59154929577466,3.653225806451613,1.4084507042253522,1.4084507042253522,11.267605633802818
2021-03-14,64,94770.3,92898.01,8575.81,46478.21,46666.27,384,1480.7859375,49.24145011675598,98.4375,3.5875,1.5625,1.5625,12.5
2021-03-15,57,72204.42,69446.19,5956.61,35281.0,35675.18,275,1266.7442105263158,49.408581912298445,100.0,3.519607843137255,0.0,5.263157894736842,14.035087719298245
2021-03-16,67,100963.09,101840.55,12250.32,55388.37,43998.11,365,1506.911791044776,43.578410684538284,100.0,3.663793103448276,1.4925373134328357,2.9850746268656714,10.44776119402985
2021-03-17,77,87997.08,85932.05,8270.89,45032.63,41326.72,409,1142.8192207792208,46.963740160468966,100.0,3.672727272727273,2.5974025974025974,6.493506493506493,15.584415584415584
2021-03-18,84,114554.29000000001,112274.84,10621.33,58026.35,54537.01,442,1363.7415476190477,47.60800315728027,100.0,3.638888888888889,1.1904761904761905,0.0,13.095238095238097
2021-03-19,83,96320.79,96956.15,10720.18,49610.92,44919.44,392,1160.4914457831323,46.63524873498235,100.0,3.739130434782609,1.2048192771084338,6.024096385542169,7.228915662650602
2021-03-20,79,85219.52,83457.75,7686.49,42140.02,41291.82,388,1078.728101265823,48.45347638663067,100.0,3.6449275362318843,0.0,2.5316455696202533,10.126582278481013
2021-03-21,67,79672.5,78956.06,8101.82,40214.04,38073.25,338,1189.141791044776,47.787191314443504,100.0,3.6666666666666665,0.0,7.462686567164178,7.462686567164178
2021-03-22,73,103819.39,100580.0,8998.31,52668.02,49578.8,361,1422.1834246575343,47.754855812579905,100.0,3.616949152542373,0.0,6.8493150684931505,12.32876712328767
2021-03-23,60,61051.91,59508.56,5740.92,29802.54,30024.75,283,1017.5318333333333,49.17905107309501,100.0,3.5528301886792457,1.6666666666666667,1.6666666666666667,16.666666666666664
2021-03-24,76,94940.38,95128.41,11697.72,48425.75,44855.69,370,1249.2155263157895,47.246166488905985,100.0,3.563768115942029,0.0,2.631578947368421,26.31578947368421
2021-03-25,72,95823.32,94493.11,9674.58,49418.99,44717.38,346,1330.8794444444445,46.666489952550165,100.0,3.653448275862069,1.3888888888888888,6.944444444444445,11.11111111111111
2021-03-26,66,89344.53,89276.66,9427.58,46707.16,41297.88,309,1353.705,46.22317672945395,100.0,3.5728813559322035,3.0303030303030303,4.545454545454546,16.666666666666664
2021-03-27,76,104042.06999999999,102512.5,10864.08,51787.6,50453.6,382,1368.9746052631579,48.49346038578433,98.68421052631578,3.6915254237288138,2.631578947368421,11.842105263157894,15.789473684210526
2021-03-28,71,76264.56999999999,74114.34,6322.85,39671.12,35007.02,340,1074.1488732394366,45.9020748428792,100.0,3.6134615384615385,0.0,8.450704225352112,11.267605633802818
2021-03-29,67,102815.5,101315.7,9518.4,53881.42,47436.020000000004,384,1534.5597014925372,46.137031867763135,100.0,3.7178571428571425,0.0,8.955223880597014,11.940298507462686
2021-03-30,72,96449.51,94575.11,10061.44,49565.1,45113.26,367,1339.5765277777778,46.77396494808528,100.0,3.5999999999999996,2.7777777777777777,2.7777777777777777,16.666666666666664
2021-03-31,55,76716.05,75151.0,6473.92,37189.37,38056.8,303,1394.8372727272729,49.60735074342331,100.0,3.64,0.0,1.8181818181818181,18.181818181818183
2021-04-01,63,77519.95,76437.28,7610.72,38638.76,37484.9,335,1230.4753968253967,48.35516534775887,98.4126984126984,3.6980392156862743,0.0,11.11111111111111,9.523809523809524
2021-04-02,67,81389.89,80737.2,8894.98,39003.68,40860.78,393,1214.7744776119403,50.203753807751795,100.0,3.8,0.0,2.9850746268656714,11.940298507462686
2021-04-03,63,82614.82,81257.98,8017.55,43164.28,38009.69,344,1311.3463492063493,46.00831908851221,100.0,3.735416666666667,0.0,11.11111111111111,9.523809523809524
2021-04-04,70,88824.68000000001,89254.91,10021.28,45152.67,42328.13,349,1268.9240000000002,47.653568805426595,100.0,3.718965517241379,0.0,5.714285714285714,14.285714285714285
2021-04-05,60,73247.64,70075.79,6198.26,35214.0,36683.27,301,1220.794,50.08116302450154,100.0,3.8,0.0,6.666666666666667,8.333333333333332
2021-04-06,71,104727.99,105366.88,11998.460000000001,53322.0,49702.1,383,1475.0421126760564,47.45827739079113,100.0,3.7103448275862068,1.4084507042253522,8.450704225352112,18.30985915492958
2021-04-07,57,85495.09,83211.84,7820.97,43755.479999999996,40648.4,317,1499.9138596491227,47.54471864992481,100.0,3.712962962962963,0.0,1.7543859649122806,17.543859649122805
2021-04-08,69,77429.44,76589.2,7036.04,39570.2,36317.15,327,1122.1657971014492,46.90354211524712,100.0,3.494915254237288,0.0,8.695652173913043,17.391304347826086
2021-04-09,72,103731.48,102678.63,10432.08,52405.4,49786.0,372,1440.715,47.99507343383127,100.0,3.7366666666666664,0.0,6.944444444444445,9.722222222222223
2021-04-10,54,72449.75,69313.3,6349.93,35754.72,35373.77,283,1341.662037037037,48.82524784419546,100.0,3.7244897959183674,0.0,7.4074074074074066,9.25925925925926
2021-04-11,73,89861.16,87523.56,7037.09,45072.49,42886.82,378,1230.974794520548,47.72564698697413,98.63013698630137,3.7311475409836063,0.0,6.8493150684931505,12.32876712328767
2021-04-12,70,74511.44,73052.66,7387.06,36869.18,35939.22,359,1064.449142857143,48.23315721720047,100.0,3.7564516129032257,1.4285714285714286,2.857142857142857,7.142857142857142
2021-04-13,60,60918.99,59519.39,5906.76,30066.69,29777.46,267,1015.3165,48.880423001103594,98.33333333333333,3.5891304347826085,0.0,8.333333333333332,13.333333333333334
2021-04-14,64,79473.75,77615.16,7612.46,40033.14,38021.9,315,1241.77734375,47.84208622343856,100.0,3.726923076923077,0.0,6.25,14.0625
2021-04-15,59,77235.59,75270.20999999999,7554.39,38318.7,37444.09,294,1309.0777966101693,48.480357306780455,100.0,3.4711538461538463,0.0,6.779661016949152,16.94915254237288
2021-04-16,57,74611.65,72509.12,6149.98,36099.87,37255.19,312,1308.9763157894736,49.93213526305879,100.0,3.7217391304347824,0.0,8.771929824561402,15.789473684210526
2021-04-17,67,89350.56999999999,87477.40000000001,9564.58,44710.63,43044.19,326,1333.5905970149252,48.17449961427219,100.0,3.592982456140351,1.4925373134328357,7.462686567164178,16.417910447761194
2021-04-18,64,77995.91,78216.59,9114.15,42563.22,33937.4,289,1218.68609375,43.51176875813103,100.0,3.6566037735849055,0.0,6.25,14.0625
2021-04-19,65,91980.58,92373.6,10143.54,48434.46,42203.14,326,1415.0858461538462,45.88266349266334,100.0,3.7758620689655173,0.0,3.076923076923077,7.6923076923076925
2021-04-20,64,72379.42,72561.24,7794.48,37927.66,33071.33,326,1130.9284375,45.69162062917885,100.0,3.7372549019607844,1.5625,9.375,1.5625
2021-04-21,69,108062.13,107973.19,10415.72,56602.23,49877.53,383,1566.1178260869565,46.1563454283198,100.0,3.7679245283018865,0.0,5.797101449275362,11.594202898550725
2021-04-22,69,93886.92,91220.34,8435.01,47324.58,45044.11,351,1360.68,47.976981245097825,100.0,3.6203703703703702,1.4492753623188406,7.246376811594203,14.492753623188406
2021-04-23,66,60984.32,60755.439999999995,6350.0599999999995,29048.059999999998,30541.26,306,924.0048484848485,50.08051249895055,100.0,3.6542372881355933,0.0,6.0606060606060606,18.181818181818183
2021-04-24,68,91438.27,89002.88,7478.18,47095.1,42885.65,336,1344.6804411764706,46.90120449566686,100.0,3.6454545454545455,0.0,7.352941176470589,10.294117647058822
2021-04-25,68,79464.37,77592.22,7452.52,38404.97,39633.53,362,1168.5936764705882,49.875850019323124,100.0,3.660377358490566,1.4705882352941175,10.294117647058822,14.705882352941178
2021-04-26,71,89057.03,85099.81999999999,6310.36,43154.46,44225.66,377,1254.324366197183,49.65993139452326,100.0,3.7528301886792454,0.0,15.492957746478872,8.450704225352112
2021-04-27,63,76331.84,76861.89,9161.74,38904.04,36020.15,327,1211.6165079365078,47.18889260366317,100.0,3.637735849056604,0.0,6.349206349206349,15.873015873015872
2021-04-28,66,87227.89,85920.37,9195.960000000001,44657.590000000004,40984.71,359,1321.634696969697,46.985786312153145,100.0,3.6087719298245613,0.0,6.0606060606060606,9.090909090909092
2021-04-29,58,63865.310000000005,63021.090000000004,6620.13,32580.54,30070.93,261,1101.1260344827588,47.084919810144186,100.0,3.706382978723404,1.7241379310344827,5.172413793103448,8.620689655172415
2021-04-30,56,83316.91,82400.62,7884.9400000000005,43697.48,38323.44,282,1487.8019642857143,45.997193126821436,98.21428571428571,3.6627906976744184,1.7857142857142856,8.928571428571429,10.714285714285714
2021-05-01,60,66921.47,65885.54,7325.05,33505.72,32079.71,264,1115.3578333333332,47.93634987396421,100.0,3.547169811320755,1.6666666666666667,6.666666666666667,18.333333333333332
2021-05-02,73,84208.78,82391.06,7563.56,42010.57,40559.409999999996,341,1153.5449315068493,48.165298202871476,100.0,3.6482758620689655,0.0,10.95890410958904,12.32876712328767
2021-05-03,81,113258.01,108487.72,8190.39,56722.119999999995,54783.2,408,1398.247037037037,48.37026537902264,100.0,3.643076923076923,1.2345679012345678,4.938271604938271,9.876543209876543
2021-05-04,63,61170.78,59235.64,4858.24,28503.38,31460.9,280,970.9647619047619,51.43125524964698,100.0,3.66734693877551,1.5873015873015872,6.349206349206349,7.936507936507936
2021-05-05,65,89121.5,88951.46,9109.09,46936.01,40609.11,368,1371.1,45.566008202285644,100.0,3.7918367346938777,0.0,10.76923076923077,7.6923076923076925
2021-05-06,62,66314.64,64850.66,6180.01,33300.18,31595.079999999998,296,1069.5909677419354,47.64420043598216,100.0,3.56,0.0,12.903225806451612,16.129032258064516
2021-05-07,68,73037.66,69269.23,5308.28,35469.7,36016.94,342,1074.0832352941177,49.31283395442844,100.0,3.5596153846153844,0.0,7.352941176470589,20.588235294117645
2021-05-08,65,85613.98,83438.41,8366.51,42762.02,41420.57,314,1317.1381538461537,48.38061494162519,100.0,3.4388888888888887,0.0,4.615384615384616,13.846153846153847
2021-05-09,63,84657.28,83614.93000000001,8353.97,43834.53,39564.729999999996,309,1343.766349206349,46.73517741179494,100.0,3.6018181818181816,0.0,1.5873015873015872,11.11111111111111
2021-05-10,63,83628.12,82928.39,8489.09,42703.85,39497.93,335,1327.4304761904762,47.23044114826448,100.0,3.7249999999999996,0.0,6.349206349206349,11.11111111111111
2021-05-11,67,71673.65,70879.33,7211.88,34692.73,35481.8,351,1069.7559701492537,49.504664545478015,100.0,3.651923076923077,1.4925373134328357,10.44776119402985,10.44776119402985
2021-05-12,66,70991.38,71154.88,7998.81,36747.22,32799.36,308,1075.6269696969698,46.201890990145564,100.0,3.6379310344827585,1.5151515151515151,3.0303030303030303,13.636363636363635
2021-05-13,67,90279.05,87396.76,7487.55,45634.25,43213.88,355,1347.4485074626866,47.86700790493475,100.0,3.7346153846153842,0.0,13.432835820895523,13.432835820895523
2021-05-14,65,81243.45,80151.99,7523.31,41798.66,37993.9,359,1249.8992307692308,46.765493095135675,100.0,3.66734693877551,0.0,9.230769230769232,7.6923076923076925
2021-05-15,56,76884.95,76344.26,8121.64,39377.06,36354.46,306,1372.9455357142856,47.28423443079562,100.0,3.5234042553191487,1.7857142857142856,7.142857142857142,21.428571428571427
2021-05-16,73,84222.27,81373.09,6329.6,43003.68,39703.5,331,1153.7297260273974,47.1413320966058,100.0,3.737704918032787,0.0,4.10958904109589,15.068493150684931
2021-05-17,69,81068.89,78556.12000000001,7409.72,40096.04,39402.56,325,1174.9114492753622,48.60379857180726,98.55072463768117,3.6125000000000003,1.4492753623188406,5.797101449275362,10.144927536231885
2021-05-18,75,98923.53,99234.36,11459.89,50808.03,46331.05,413,1318.9804,46.8352170610976,100.0,3.740625,2.666666666666667,4.0,10.666666666666668
2021-05-19,70,76060.24,74453.68,6211.15,37566.31,36935.69,309,1086.5748571428571,48.561101043067964,100.0,3.761111111111111,0.0,5.714285714285714,7.142857142857142
2021-05-20,61,69783.17,67958.17,5726.92,34185.12,34077.74,340,1143.986393442623,48.83375174845167,100.0,3.702127659574468,0.0,6.557377049180328,11.475409836065573
2021-05-21,78,81510.4,79210.38,7410.72,40431.96,39407.3,353,1045.0051282051281,48.34634598775126,100.0,3.7432835820895525,0.0,8.974358974358974,16.666666666666664
2021-05-22,80,117398.62,114731.53,10202.61,59058.4,56399.47,448,1467.48275,48.04099911906972,100.0,3.7542372881355934,0.0,5.0,8.75
2021-05-23,56,65442.22,65276.44,6977.97,32506.079999999998,31598.52,265,1168.6110714285714,48.284608926775405,100.0,3.7,3.571428571428571,10.714285714285714,12.5
2021-05-24,66,77121.07,76377.4,8167.17,38822.33,36906.7,327,1168.5010606060607,47.85553416206491,100.0,3.690909090909091,0.0,7.575757575757576,9.090909090909092
2021-05-25,67,81562.45,78253.98,5932.26,39051.08,41209.34,353,1217.35,50.52489227579603,98.50746268656717,3.6875,1.4925373134328357,13.432835820895523,10.44776119402985
2021-05-26,78,104940.73,101390.33,9997.78,52949.94,50240.270000000004,405,1345.3939743589742,47.87490043189141,100.0,3.6114285714285717,2.564102564102564,2.564102564102564,16.666666666666664
2021-05-27,79,85310.98,85368.16,9552.13,42665.12,40916.79,392,1079.88582278481,47.961927057923845,98.73417721518987,3.697101449275362,0.0,1.2658227848101267,13.924050632911392
2021-05-28,64,77712.86,76589.47,7951.06,39146.9,37385.7,321,1214.2634375,48.10748182475847,100.0,3.692452830188679,0.0,4.6875,12.5
2021-05-29,67,81344.89,80433.7,8246.39,41599.74,38253.4,339,1214.1028358208955,47.02618689385406,100.0,3.650877192982456,0.0,4.477611940298507,7.462686567164178
2021-05-30,65,87140.03,86812.02,9272.09,47285.34,38419.57,334,1340.6158461538462,44.089461525317354,100.0,3.744444444444444,0.0,4.615384615384616,7.6923076923076925
2021-05-31,64,78008.32,76864.36,7784.87,37700.56,38742.86,347,1218.88,49.66503572952218,100.0,3.6732142857142853,0.0,6.25,20.3125
2021-06-01,71,99477.44,97940.28,8812.41,49938.29,47956.55,359,1401.090704225352,48.20846817127582,100.0,3.531578947368421,1.4084507042253522,8.450704225352112,14.084507042253522
2021-06-02,65,87519.54,84893.99,7380.6,45022.74,40974.16,336,1346.4544615384614,46.817156488710985,100.0,3.712280701754386,0.0,6.153846153846154,7.6923076923076925
2021-06-03,85,99267.63,98302.85,10690.66,50661.090000000004,46719.01,425,1167.8544705882352,47.063690349009036,98.82352941176471,3.659154929577465,0.0,7.0588235294117645,11.76470588235294
2021-06-04,75,95490.01,96583.01,10556.74,48440.94,45340.87,404,1273.2001333333333,47.48231778381844,100.0,3.589655172413793,0.0,6.666666666666667,13.333333333333334
2021-06-05,70,84862.29,84084.9,8794.93,42294.99,40942.42,356,1212.3184285714285,48.24571667816176,100.0,3.5483870967741935,0.0,8.571428571428571,14.285714285714285
2021-06-06,80,118077.68,116894.23,11506.11,60461.52,55551.0,423,1475.971,47.04614792567063,100.0,3.6253731343283584,0.0,5.0,16.25
2021-06-07,64,79533.32,77345.69,7212.0,39242.95,38967.340000000004,305,1242.708125,48.99498725817054,100.0,3.5510204081632653,1.5625,7.8125,20.3125
