order_date,zscore_anomaly,isolation_forest_anomaly,both_models_anomaly,zscore_only,isolation_forest_only,final_anomaly_status,confidence,orders,revenue,gross_sales,discount,product_cost,profit,quantity,average_order_value,profit_margin,repeat_customer_rate,average_rating,negative_sentiment_rate,payment_failure_rate,delivery_delay_rate,orders_zscore,revenue_zscore,gross_sales_zscore,discount_zscore,product_cost_zscore,profit_zscore,quantity_zscore,average_order_value_zscore,profit_margin_zscore,repeat_customer_rate_zscore,average_rating_zscore,negative_sentiment_rate_zscore,payment_failure_rate_zscore,delivery_delay_rate_zscore,main_anomaly_causes,revenue_impact,profit_impact,orders_impact,revenue_impact_percentage,profit_impact_percentage,orders_impact_percentage,business_impact
2021-01-11,False,False,False,False,False,Normal,Low,64,71714.05,70120.42,7040.71,35157.94,34956.12,339,1120.53203125,48.74375383903155,100.0,3.66271186440678,0.0,3.125,14.0625,-0.6310085167995162,-0.9154321923168284,-0.820834545571375,-0.6028517447273929,-0.8619913871915178,-0.8573578246549408,-0.5161024154725639,-1.07860404242694,0.7781671534031631,0.4311127392714602,-0.1951066854280779,-0.6353605280087982,-1.4120554219288697,0.4646322320213271,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-12,False,False,False,False,False,Normal,Low,65,73021.98,71998.74,7145.64,37009.84,34592.94,320,1123.4150769230769,47.37332512758488,100.0,3.686792452830189,1.5384615384615383,10.76923076923077,4.615384615384616,-0.5767914289171562,-0.8680935203517098,-0.7753696414087914,-0.5970656580388835,-0.7755284191524908,-0.9035211169326242,-0.6304855943356422,-1.058854807031953,0.5414641881645598,0.4311127392714602,0.1774343904675987,1.0390061984834478,1.0264973016163763,-1.9634390597566536,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-13,False,False,False,False,False,Normal,Low,72,108193.46,105179.12,7908.52,54007.82,52561.369999999995,403,1502.6869444444446,48.580912376773966,100.0,3.743859649122807,0.0,8.333333333333332,16.666666666666664,-0.1972718137406357,0.4048883320775033,0.0277644341364305,-0.5549986627760407,0.0180866796476738,1.380420415808976,-0.1308117077232476,1.5392064933226937,0.7500408768167143,0.4311127392714602,1.0602979788230638,-0.6353605280087982,0.2494322827927335,1.133947897693798,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-14,False,False,False,False,False,Normal,Low,56,61803.79,61926.81,6492.62,31772.03,29107.87,262,1103.6391071428573,47.09722494364827,100.0,3.65,0.0,5.357142857142857,17.857142857142858,-1.0647452198583969,-1.2741200022371142,-1.0191616109253006,-0.6330747148322736,-1.0200754241875885,-1.6007205485465703,-0.97965529823346,-1.1943227553898073,0.4937756570539346,0.4311127392714602,-0.3917668151339749,-0.6353605280087982,-0.6999892627624681,1.4399207734297856,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-15,False,False,False,False,False,Normal,Low,62,85417.71,86269.36,9856.54,46364.51,37701.58,308,1377.7050000000002,44.137895993699665,100.0,3.6685185185185185,0.0,9.67741935483871,12.903225806451612,-0.7394426925642363,-0.4194476476840717,-0.4299480036470431,-0.4475802639296655,-0.338770206924159,-0.5083863162660189,-0.7027276020386389,0.683064024264158,-0.0173650770232324,0.4311127392714602,-0.1052742805007059,-0.6353605280087982,0.678203303366051,0.1666788066574526,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-16,False,False,False,False,False,Normal,Low,53,58419.96,58482.17,6720.51,29540.97,27657.86,247,1102.2633962264151,47.34316832808513,100.0,3.540425531914894,1.8867924528301887,5.660377358490567,20.754716981132077,-1.227396483505477,-1.396592931488472,-1.102539431251231,-0.6205083249014205,-1.124240913400371,-1.785029253418985,-1.069957807862206,-1.203746552930716,0.5362554503410786,0.4311127392714602,-2.0869492381448587,1.4181080988213148,-0.6032557468002397,2.184647206824924,"delivery_delay_rate (z=2.18), average_rating (z=-2.09)",0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-17,False,False,False,False,False,Normal,Low,48,50856.46,50313.27,4456.13,25631.54,24219.17,229,1059.5095833333332,47.622602910230086,100.0,3.686111111111111,2.083333333333333,14.583333333333334,8.333333333333332,-1.4984819229172772,-1.6703430904481846,-1.300268388837653,-0.7453715573013728,-1.306767465126066,-2.2221162392726868,-1.1783208194167012,-1.4966156957069374,0.5845199048372915,0.4311127392714602,0.1668936274008951,1.6320110807827846,2.243217528458658,-1.00786223245811,"payment_failure_rate (z=2.24), profit (z=-2.22)",0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-18,False,False,False,False,False,Normal,Low,72,100362.84,97643.5,9820.07,50974.07,47800.8,377,1393.9283333333333,47.627986613372045,100.0,3.718965517241379,0.0,12.5,12.5,-0.1972718137406357,0.1214701434408791,-0.1546359242187204,-0.449591305400455,-0.1235554334731204,0.7753111468008509,-0.2873360577464073,0.7941959539048707,0.5854497879366619,0.4311127392714602,0.675170900051983,-0.6353605280087982,1.5786224465700165,0.0630428326178443,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-19,False,False,False,False,False,Normal,Low,55,69291.95,68357.9,7286.99,34983.520000000004,33005.65,269,1259.8536363636365,47.63273367252618,100.0,3.588372093023256,1.818181818181818,12.727272727272728,14.545454545454543,-1.118962307740757,-1.0030966677602504,-0.8634965003419343,-0.5892712869970383,-0.8701348457396937,-1.1052792869845107,-0.9375141270733786,-0.1242330448769091,0.5862697087166056,0.4311127392714602,-1.3451873199251496,1.3434365123911285,1.651123728230596,0.5887598645642212,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-20,True,False,False,True,False,Possible Anomaly,Medium,47,65653.51,63026.66,5272.32,31697.15,32751.44,267,1396.8831914893617,49.88528412266153,100.0,3.591666666666667,0.0,19.148936170212767,14.893617021276595,-1.5526990107996372,-1.1347848449752138,-0.9925396429735044,-0.7003649234093066,-1.0235714806953709,-1.137591557841689,-0.9495544616905448,0.8144371140873675,0.9753343615825985,0.4311127392714602,-1.2942182992287652,-0.6353605280087982,3.69967058025717,0.6782436146827541,payment_failure_rate (z=3.70),-28784.44622970537,-8529.806223692121,-27.17558628983764,-30.479742869161385,-20.662666474435788,-36.63683382784506,Critical
2021-01-21,False,False,False,False,False,Normal,Low,57,60937.14,58921.439999999995,5032.55,29747.8,30026.2,281,1069.0726315789473,49.27405519852097,100.0,3.667391304347826,0.0,10.526315789473683,7.017543859649122,-1.0105281319760366,-1.3054871702495998,-1.091906861480639,-0.7135864044471786,-1.1145842712061316,-1.4839929308435993,-0.8652721193703817,-1.4311075795296824,0.8697617786563813,0.4311127392714602,-0.1227129565218641,-0.6353605280087982,0.9490060532018296,-1.346042779324201,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-22,False,False,False,False,False,Normal,Low,70,84889.61,85170.83,9032.24,45142.95,38192.98,350,1212.7087142857142,44.99134817558945,100.0,3.65,0.0,4.285714285714286,10.0,-0.3057059895053559,-0.4385614784431946,-0.4565380208803808,-0.4930341022727355,-0.3958033638104674,-0.4459251624985932,-0.4498805750781501,-0.447181852968995,0.1300447520728134,0.4311127392714602,-0.3917668151339749,-0.6353605280087982,-1.041781019162341,-0.5795002064277281,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-23,False,False,False,False,False,Normal,Low,63,85109.41,83720.34,7986.099999999999,43478.38,40303.14,320,1350.9430158730158,47.35450521863564,100.0,3.729411764705882,0.0,4.761904761904762,11.11111111111111,-0.6852256046818763,-0.4306061290759247,-0.4916472614990113,-0.5507207193347509,-0.4735201210374902,-0.177705731823236,-0.6304855943356422,0.4997409749290894,0.5382135789087867,0.4311127392714602,0.8367805833816218,-0.6353605280087982,-0.8898735718735084,-0.2939255224074738,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-24,True,False,False,True,False,Possible Anomaly,Medium,51,64739.95,66021.6,8331.27,33691.88,29920.19,270,1269.4107843137251,46.215960932932454,98.0392156862745,3.610869565217391,0.0,5.88235294117647,13.725490196078432,-1.335830659270197,-1.1678498539286395,-0.920046851504166,-0.5316872347043037,-0.9304399529473883,-1.4974677108820302,-0.9314939597647954,-0.0587653464864133,0.3415621177781153,-3.0282516038255847,-0.9971379970112276,-0.6353605280087982,-0.5324442841350796,0.3780149105813605,repeat_customer_rate (z=-3.03),-29698.006229705366,-11361.056223692121,-23.17558628983764,-31.447108149470825,-27.521107677150958,-31.24422394085315,Critical
2021-01-25,False,False,False,False,False,Normal,Low,52,63509.8,62647.38,6174.68,30969.27,31476.08,294,1221.3423076923077,49.56098113991857,100.0,3.67,1.9230769230769231,13.461538461538462,7.6923076923076925,-1.281613571387837,-1.212373389070345,-1.0017201494105252,-0.6506066732973902,-1.0575553163108182,-1.2997007500859374,-0.7870099443588019,-0.3880406225390743,0.9193201544882732,0.4311127392714602,-0.0823548777300455,1.4575978801065097,1.885358638210928,-1.1726168578544105,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-26,False,False,False,False,False,Normal,Low,75,93352.54,90654.44,8523.63,45135.37,46447.3,392,1244.7005333333332,49.75472547399354,100.0,3.679032258064516,1.3333333333333337,4.0,6.666666666666667,-0.0346205500935555,-0.1322577258465239,-0.3238067487249523,-0.521080052436109,-0.396157264829818,0.6032696905041262,-0.1970335481176613,-0.2280337586514413,0.9527840318798324,0.4311127392714602,0.057379545613661,0.8157573016178155,-1.13292548753564,-1.4362242584884914,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-27,False,False,False,False,False,Normal,Low,67,88067.2,88148.43,10055.56,45660.28,41043.52,313,1314.4358208955225,46.60477453580902,100.0,3.683636363636363,0.0,8.955223880597014,7.462686567164178,-0.468357253152436,-0.3235531135844927,-0.384464945667154,-0.4366058336166268,-0.3716498526837165,-0.083597085046015,-0.6726267654957236,0.2496619720349891,0.4087187177218181,0.4311127392714602,0.1286078068635362,-0.6353605280087982,0.4478188744012832,-1.2316334400859212,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-28,False,False,False,False,False,Normal,Low,69,68253.11,66740.31,7178.0199999999995,33104.42,33689.19,307,989.1755072463768,49.35920136093432,98.55072463768116,3.645,1.4492753623188406,7.246376811594203,8.695652173913043,-0.3599230773877159,-1.0406960086915265,-0.9026504114563094,-0.5952801487758134,-0.9578677488349672,-1.0183954916117266,-0.7087477693472221,-1.9784132051608272,0.8844683802866496,-2.125808731713308,-0.4691197994849556,0.9419414607157814,-0.0973129773230789,-0.914740052886288,repeat_customer_rate (z=-2.13),0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-29,False,False,False,False,False,Normal,Low,67,100778.44,99314.07,11638.7,52794.89,46344.23,362,1504.1558208955223,45.986254599694135,100.0,3.63448275862069,0.0,5.970149253731343,17.91044776119403,-0.468357253152436,0.1365121962026505,-0.1141996274498592,-0.3493077751009799,-0.0385435529910093,0.5901686096762699,-0.3776385673751534,1.549268486814294,0.3018868178099763,0.4311127392714602,-0.6318278010508093,-0.6353605280087982,-0.5044367653197549,1.4536210514478145,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-30,False,False,False,False,False,Normal,Low,58,70794.05,69825.6,6547.35,34921.93,34559.659999999996,318,1220.5870689655171,48.817181669928466,100.0,3.6020408163265305,1.7241379310344829,6.896551724137931,15.517241379310343,-0.9563110440936766,-0.9487302879396136,-0.8279706901288586,-0.6300567740673625,-0.8730104082438915,-0.9077512903094666,-0.6425259289528082,-0.3932141054061979,0.7908497432811814,0.4311127392714602,-1.133724011969928,1.2410849413359606,-0.2089091529925361,0.8385258107762935,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-01-31,False,False,False,False,False,Normal,Low,62,82690.22,81195.16,8101.89,43249.3,38196.29,288,1333.7132258064516,46.19202851316637,100.0,3.684615384615384,0.0,4.838709677419355,12.903225806451612,-0.7394426925642363,-0.5181652811951484,-0.5527694700115503,-0.5443357867352796,-0.484215588783254,-0.4455044331152598,-0.8231309482103003,0.3817146866158562,0.3374284662596887,0.4311127392714602,0.1437538457574321,-0.6353605280087982,-0.8653723706978902,0.1666788066574526,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-01,False,True,False,False,True,Possible Anomaly,Medium,42,44608.18,44112.0,4455.07,22585.41,21242.73,189,1062.0995238095238,47.62070544012331,100.0,3.5945945945945947,0.0,2.380952380952381,9.523809523809524,-1.8237844502114375,-1.8964907262285495,-1.45037068569671,-0.745430008191393,-1.4489875854526073,-2.600447286320949,-1.419127511760024,-1.4788742687843783,0.5841921703137998,0.4311127392714602,-1.248921506590802,-0.6353605280087982,-1.6494108083176695,-0.7018893567221229,profit (z=-2.60),-49829.77622970536,-20038.51622369212,-32.17558628983764,-52.76456439665247,-48.54145176506716,-43.37759618658495,Critical
2021-02-02,False,False,False,False,False,Normal,Low,62,73757.28,71936.73,7477.72,36157.0,36259.25,298,1189.6335483870969,49.160232047602626,100.0,3.536538461538462,1.6129032258064515,3.225806451612903,17.741935483870968,-0.7394426925642363,-0.8414803793610206,-0.7768705990236399,-0.5787539867578368,-0.8153464858204554,-0.6917188272822401,-0.7629292751244696,-0.6052497210454044,0.8501020348768369,0.4311127392714602,-2.1470845369447207,1.1200239433137176,-1.3798975953858708,1.4103104951327543,average_rating (z=-2.15),0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-03,False,True,False,False,True,Possible Anomaly,Medium,42,47406.7,46089.79,3973.28,23766.26,22815.2,179,1128.7309523809522,48.12653063807437,100.0,3.725806451612903,0.0,11.904761904761903,11.904761904761903,-1.8237844502114375,-1.7952022625739013,-1.402498101257575,-0.7719970405525572,-1.393855129159673,-2.400572865350937,-1.4793291848458543,-1.0224403732515914,0.6715592279705446,0.4311127392714602,0.7810042379293032,-0.6353605280087982,1.3887381374589756,-0.0899436052501495,profit (z=-2.40),-47031.25622970537,-18466.04622369212,-32.17558628983764,-49.80122199522117,-44.73228866112596,-43.37759618658495,Critical
2021-02-04,True,False,False,True,False,Possible Anomaly,Medium,64,75092.8,74153.77,6779.45,38967.18,34816.78,306,1173.325,46.36500436792875,100.0,3.522727272727273,1.5625,20.3125,10.9375,-0.6310085167995162,-0.79314312646304,-0.7232069468639363,-0.6172582348469008,-0.6841425852189577,-0.8750691334989646,-0.7147679366558051,-0.7169653848155109,0.3673051737417692,0.4311127392714602,-2.3607518713407925,1.0651681785848892,4.070854003652421,-0.3385465667856385,"payment_failure_rate (z=4.07), average_rating (z=-2.36)",-19345.15622970536,-6464.466223692121,-10.17558628983764,-20.48451385653808,-15.659571391480998,-13.718241808129445,High
2021-02-05,False,False,False,False,False,Normal,Low,59,72434.49,71310.06999999999,7253.69,35962.07,35219.35,306,1227.703220338983,48.62234827635288,100.0,3.704166666666667,0.0,5.084745762711865,3.389830508474576,-0.9020939562113164,-0.8893568879576117,-0.7920389605608246,-0.5911075272212579,-0.8244475314275874,-0.8238990344510352,-0.7147679366558051,-0.3444675489803487,0.7571977615315013,0.4311127392714602,0.4462238486683405,-0.6353605280087982,-0.7868854720166727,-2.2784275639041573,delivery_delay_rate (z=-2.28),0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-06,False,False,False,False,False,Normal,Low,58,71863.31,71207.72,7606.65,36672.86,33867.2,289,1239.0225862068964,47.12724754815774,100.0,3.6625,0.0,6.896551724137931,5.172413793103448,-0.9563110440936766,-0.9100299382378536,-0.7945163514958303,-0.5716444836915116,-0.7912616072132884,-0.995768894171476,-0.8171107809017172,-0.2669284301467481,0.4989612164721077,0.4311127392714602,-0.1983843542565164,-0.6353605280087982,-0.2089091529925361,-1.8202729714812476,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-07,False,False,False,False,False,Normal,Low,46,65268.18,63939.01,5750.63,33961.04,30150.05,273,1418.8734782608697,46.194102547366874,100.0,3.7684210526315782,2.1739130434782608,10.869565217391305,15.217391304347828,-1.6069160986819973,-1.148731318003831,-0.9704561293481728,-0.6739897864229256,-0.917873198545215,-1.4682505338267178,-0.9134334578390464,0.965073419959795,0.3377866972578902,0.4311127392714602,1.4402775510734906,1.7305924550780711,1.0585045563962974,0.7614591794065105,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-08,False,False,False,False,False,Normal,Low,67,98237.07,96751.82,8373.16,51511.53,45023.17,342,1466.2249253731345,45.83114093284745,100.0,3.6796296296296296,1.4925373134328357,5.970149253731343,16.417910447761194,-0.468357253152436,0.0445309122103925,-0.1762191186391025,-0.5293773217015242,-0.09846207702717,0.4222505555533649,-0.4980419135468147,1.2894369512233792,0.2750953002469172,0.4311127392714602,0.0666212402792541,0.9890251021702464,-0.5044367653197549,1.0700132669429954,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-09,False,False,False,False,False,Normal,Low,53,69360.61,68335.72,6625.68,33839.85,34357.94,282,1308.6907547169812,49.535233326235165,100.0,3.6622222222222223,0.0,9.433962264150944,5.660377358490567,-1.227396483505477,-1.0006116164064889,-0.8640333692323926,-0.6257374738642657,-0.9235314128638336,-0.9333916320635663,-0.8592519520617987,0.2103075263599391,0.9148729447966149,0.4311127392714602,-0.2026817422760161,-0.6353605280087982,0.600539118507488,-1.6948579345823067,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-10,False,False,False,False,False,Normal,Low,53,57654.73,58523.29,6948.38,29098.76,27339.75,269,1087.8250943396226,47.41978672001413,100.0,3.691304347826087,0.0,5.660377358490567,11.320754716981131,-1.227396483505477,-1.424289346394367,-1.1015441179610752,-0.6079430378175489,-1.1448871627100197,-1.8254637622202792,-0.9375141270733786,-1.3026507865087569,0.5494891197832954,0.4311127392714602,0.2472360990697967,-0.6353605280087982,-0.6032557468002397,-0.2400435065545957,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-11,False,False,False,False,False,Normal,Low,61,94852.09,91745.58,6674.01,48984.87,44448.15,293,1554.9522950819671,46.86048562556714,100.0,3.612765957446809,1.639344262295082,11.475409836065571,14.754098360655735,-0.7936597804465965,-0.077983639660494,-0.2973956071048017,-0.6230724441334389,-0.2164287722188587,0.3491605827423253,-0.7930301116673849,1.8972308986871729,0.4528856070204563,0.4311127392714602,-0.9677996773221328,1.1488007379255625,1.2517724062969136,0.642384917003196,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-12,False,False,False,False,False,Normal,Low,57,67076.13,65915.48,6748.6,32930.91,33050.71,270,1176.774210526316,49.27343005626592,100.0,3.676086956521739,1.7543859649122806,8.771929824561402,14.035087719298245,-1.0105281319760366,-1.083295131067728,-0.9226154956274965,-0.618959376315885,-0.9659687205853053,-1.0995517745938717,-0.9314939597647954,-0.6933378470185176,0.8696538029373749,0.4311127392714602,0.0118139727841912,1.2740050372893772,0.3893470368745527,0.4575868039616167,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-13,False,False,False,False,False,Normal,Low,59,74833.01,74548.6,7891.88,39876.15,33828.03,265,1268.3561016949152,45.20468974854814,100.0,3.6346153846153846,0.0,3.389830508474576,8.47457627118644,-0.9020939562113164,-0.8025458571824352,-0.7136500512814408,-0.5559162314646597,-0.641703876833821,-1.0007477370552162,-0.9615947963077108,-0.0659900587066846,0.1668935005747926,0.4311127392714602,-0.6297759977523811,-0.6353605280087982,-1.327572996265059,-0.971560365845366,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-14,False,False,False,False,False,Normal,Low,53,78027.93,76639.1,7718.04,40516.65,36351.4,304,1472.2250943396225,46.58767700232468,100.0,3.723255813953488,1.8867924528301887,5.660377358490567,16.9811320754717,-1.227396483505477,-0.6869102575442302,-0.6630493111775816,-0.5655021774279733,-0.611799707586563,-0.6800057720936598,-0.7268082712729712,1.330538883959118,0.4057656003212513,0.4311127392714602,0.7415443509385542,1.4181080988213148,-0.6032557468002397,1.214770921473116,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-15,False,False,False,False,False,Normal,Low,67,74494.77,74127.35,7796.46,37489.58,35596.47,344,1111.8622388059705,47.78385113478436,100.0,3.79,0.0,4.477611940298507,10.44776119402985,-0.468357253152436,-0.8147879744253163,-0.7238464453348972,-0.5611779144134598,-0.7531299395979558,-0.775963848637499,-0.4860015789296485,-1.1379932409407774,0.6123709944800111,0.4311127392714602,1.774116746693531,-0.6353605280087982,-0.980564585180274,-0.4644178710762826,,0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-16,False,False,False,False,False,Normal,Low,63,84072.32,83172.12,8434.2,42876.18,39671.58,350,1334.48126984127,47.187445285202074,100.0,3.617307692307692,0.0,7.936507936507936,20.634920634920633,-0.6852256046818763,-0.4681421312383531,-0.5049169757969006,-0.5260114327139456,-0.5016361096724609,-0.2579824234662053,-0.4498805750781501,0.3869758874976151,0.5093586802292744,0.4311127392714602,-0.8975363281980949,-0.6353605280087982,0.1228427433853734,2.153857483480421,delivery_delay_rate (z=2.15),0.0,0.0,0.0,0.0,0.0,0.0,None
2021-02-17,True,True,True,False,False,Confirmed Anomaly,High,37,36431.11,36013.63,3547.2099999999996,17700.88,18012.69,179,984.6245945945946,49.44315449076352,100.0,3.803333333333333,0.0,10.81081081081081,10.81081081081081,-2.094869889623238,-2.192448181417906,-1.6463924583036895,-0.7954915412232255,-1.6770403751689362,-3.011013067995624,-1.4793291848458543,-2.009587544874341,0.8989689191367551,0.4311127392714602,1.980391371629475,-0.6353605280087982,1.03976156936301,-0.371107869439975,"profit (z=-3.01), revenue (z=-2.19), orders (z=-2.09)",-58006.84622970536,-23268.55622369212,-37.17558628983764,-61.42323335398417,-56.36592485024795,-50.11835854532484,Critical
