order_date,final_anomaly_status,confidence,business_impact,main_anomaly_causes,orders,revenue,profit,revenue_impact_percentage,profit_impact_percentage,orders_impact_percentage,ai_business_explanation
2021-11-17,Confirmed Anomaly,High,Critical,"discount (z=3.01), product_cost (z=2.96), gross_sales (z=2.94)",116,172781.23,53237.69,82.95740070839425,28.963378943356226,56.385686722765385,"An anomaly was detected on 2021-11-17 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 83.0% compared with normal business performance, profit increased by 29.0%, and orders increased by 56.4%. The main contributing KPIs were discount (z=3.01), product_cost (z=2.96), gross_sales (z=2.94)."
2024-12-15,Possible Anomaly,Medium,Critical,"gross_sales (z=2.92), product_cost (z=2.90), discount (z=2.86)",116,172406.71,53794.16,82.56082287575983,30.311376038658626,56.385686722765385,"An anomaly was detected on 2024-12-15 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 82.6% compared with normal business performance, profit increased by 30.3%, and orders increased by 56.4%. The main contributing KPIs were gross_sales (z=2.92), product_cost (z=2.90), discount (z=2.86)."
2025-12-26,Possible Anomaly,Medium,Critical,"product_cost (z=2.87), gross_sales (z=2.84), quantity (z=2.78)",115,171557.73,54028.75,81.66184111684186,30.879648611460368,55.037534251017405,"An anomaly was detected on 2025-12-26 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 81.7% compared with normal business performance, profit increased by 30.9%, and orders increased by 55.0%. The main contributing KPIs were product_cost (z=2.87), gross_sales (z=2.84), quantity (z=2.78)."
2023-11-07,Possible Anomaly,Medium,Critical,"gross_sales (z=2.71), revenue (z=2.68), product_cost (z=2.66)",114,171094.06,57802.51,81.17086268135749,40.02123309646113,53.68938177926943,"An anomaly was detected on 2023-11-07 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 81.2% compared with normal business performance, profit increased by 40.0%, and orders increased by 53.7%. The main contributing KPIs were gross_sales (z=2.71), revenue (z=2.68), product_cost (z=2.66)."
2021-12-09,Possible Anomaly,Medium,Critical,"product_cost (z=2.80), revenue (z=2.68), gross_sales (z=2.66)",107,171066.28,55001.07,81.14144654285866,33.23500386098762,44.252314477033586,"An anomaly was detected on 2021-12-09 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 81.1% compared with normal business performance, profit increased by 33.2%, and orders increased by 44.3%. The main contributing KPIs were product_cost (z=2.80), revenue (z=2.68), gross_sales (z=2.66)."
2024-12-24,Confirmed Anomaly,High,Critical,"orders (z=3.00), quantity (z=2.82), revenue (z=2.67)",131,170668.88999999998,60473.96,80.72065175243199,46.49257358246322,76.60797379898504,"An anomaly was detected on 2024-12-24 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 80.7% compared with normal business performance, profit increased by 46.5%, and orders increased by 76.6%. The main contributing KPIs were orders (z=3.00), quantity (z=2.82), revenue (z=2.67)."
2022-12-06,Confirmed Anomaly,High,Critical,"orders (z=3.33), quantity (z=3.10), gross_sales (z=2.74)",137,170470.53,56032.84,80.51060908747057,35.734371235725064,84.69688862947291,"An anomaly was detected on 2022-12-06 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 80.5% compared with normal business performance, profit increased by 35.7%, and orders increased by 84.7%. The main contributing KPIs were orders (z=3.33), quantity (z=3.10), gross_sales (z=2.74)."
2022-12-21,Possible Anomaly,Medium,Critical,"quantity (z=2.90), discount (z=2.89), gross_sales (z=2.82)",126,169623.7,55563.78,79.61390395554224,34.59811677902023,69.86721144024516,"An anomaly was detected on 2022-12-21 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 79.6% compared with normal business performance, profit increased by 34.6%, and orders increased by 69.9%. The main contributing KPIs were quantity (z=2.90), discount (z=2.89), gross_sales (z=2.82)."
2024-11-08,Possible Anomaly,Medium,Critical,"quantity (z=2.73), revenue (z=2.63), gross_sales (z=2.63)",111,169594.48,58714.11,79.58296300640846,42.22949976326736,49.64492436402549,"An anomaly was detected on 2024-11-08 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 79.6% compared with normal business performance, profit increased by 42.2%, and orders increased by 49.6%. The main contributing KPIs were quantity (z=2.73), revenue (z=2.63), gross_sales (z=2.63)."
2025-11-30,Possible Anomaly,Medium,Critical,"gross_sales (z=2.74), discount (z=2.69), product_cost (z=2.66)",120,168749.24,55476.07,78.68794151955619,34.38564741817603,61.77829660975729,"An anomaly was detected on 2025-11-30 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 78.7% compared with normal business performance, profit increased by 34.4%, and orders increased by 61.8%. The main contributing KPIs were gross_sales (z=2.74), discount (z=2.69), product_cost (z=2.66)."
2021-12-05,Possible Anomaly,Medium,Critical,"revenue (z=2.58), profit (z=2.56), gross_sales (z=2.42)",110,168209.72,61809.04,78.11664580166952,49.72668137263398,48.29677189227752,"An anomaly was detected on 2021-12-05 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 78.1% compared with normal business performance, profit increased by 49.7%, and orders increased by 48.3%. The main contributing KPIs were revenue (z=2.58), profit (z=2.56), gross_sales (z=2.42)."
2024-11-28,Possible Anomaly,Medium,Critical,"product_cost (z=2.93), discount (z=2.88), gross_sales (z=2.81)",114,168159.81,49192.58,78.0637962886214,19.164474186264783,53.68938177926943,"An anomaly was detected on 2024-11-28 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 78.1% compared with normal business performance, profit increased by 19.2%, and orders increased by 53.7%. The main contributing KPIs were product_cost (z=2.93), discount (z=2.88), gross_sales (z=2.81)."
2023-12-21,Possible Anomaly,Medium,Critical,"discount (z=2.94), gross_sales (z=2.81), quantity (z=2.76)",125,167624.75,53030.16,77.4972232481179,28.460656717201893,68.51905896849718,"An anomaly was detected on 2023-12-21 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 77.5% compared with normal business performance, profit increased by 28.5%, and orders increased by 68.5%. The main contributing KPIs were discount (z=2.94), gross_sales (z=2.81), quantity (z=2.76)."
2024-11-06,Possible Anomaly,Medium,Critical,"orders (z=2.57), product_cost (z=2.55), gross_sales (z=2.54)",123,166679.62,55478.2,76.4964286124302,34.39080714612721,65.82275402500123,"An anomaly was detected on 2024-11-06 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 76.5% compared with normal business performance, profit increased by 34.4%, and orders increased by 65.8%. The main contributing KPIs were orders (z=2.57), product_cost (z=2.55), gross_sales (z=2.54)."
2023-11-25,Possible Anomaly,Medium,Critical,"product_cost (z=2.70), gross_sales (z=2.69), discount (z=2.67)",112,166259.02,52366.07,76.05105683947805,26.85196012795292,50.99307683577348,"An anomaly was detected on 2023-11-25 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 76.1% compared with normal business performance, profit increased by 26.9%, and orders increased by 51.0%. The main contributing KPIs were product_cost (z=2.70), gross_sales (z=2.69), discount (z=2.67)."
2023-12-01,Possible Anomaly,Medium,Critical,"gross_sales (z=2.66), discount (z=2.59), product_cost (z=2.58)",112,166244.8,54841.82,76.03599933445813,32.84923546839339,50.99307683577348,"An anomaly was detected on 2023-12-01 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 76.0% compared with normal business performance, profit increased by 32.8%, and orders increased by 51.0%. The main contributing KPIs were gross_sales (z=2.66), discount (z=2.59), product_cost (z=2.58)."
2022-12-11,Possible Anomaly,Medium,Critical,"product_cost (z=2.77), gross_sales (z=2.73), discount (z=2.72)",116,166202.05,50569.12,75.99073151873368,22.49901499092193,56.385686722765385,"An anomaly was detected on 2022-12-11 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 76.0% compared with normal business performance, profit increased by 22.5%, and orders increased by 56.4%. The main contributing KPIs were product_cost (z=2.77), gross_sales (z=2.73), discount (z=2.72)."
2021-12-22,Possible Anomaly,Medium,Critical,"quantity (z=2.97), discount (z=2.84), gross_sales (z=2.70)",119,166114.71,55686.34,75.89824751814015,34.89500704084973,60.43014413800931,"An anomaly was detected on 2021-12-22 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 75.9% compared with normal business performance, profit increased by 34.9%, and orders increased by 60.4%. The main contributing KPIs were quantity (z=2.97), discount (z=2.84), gross_sales (z=2.70)."
2021-12-16,Possible Anomaly,Medium,Critical,"product_cost (z=2.69), discount (z=2.68), gross_sales (z=2.64)",116,165548.34,51901.52,75.29852043528969,25.72663072902264,56.385686722765385,"An anomaly was detected on 2021-12-16 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 75.3% compared with normal business performance, profit increased by 25.7%, and orders increased by 56.4%. The main contributing KPIs were product_cost (z=2.69), discount (z=2.68), gross_sales (z=2.64)."
2023-12-09,Possible Anomaly,Medium,Critical,"gross_sales (z=2.62), discount (z=2.60), quantity (z=2.55)",122,165534.55,54891.56,75.28391825566769,32.96972601688718,64.47460155325324,"An anomaly was detected on 2023-12-09 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 75.3% compared with normal business performance, profit increased by 33.0%, and orders increased by 64.5%. The main contributing KPIs were gross_sales (z=2.62), discount (z=2.60), quantity (z=2.55)."
2024-11-07,Possible Anomaly,Medium,Critical,"discount (z=2.78), gross_sales (z=2.70), quantity (z=2.60)",123,164919.54,54529.38,74.63268645803744,32.09237847258718,65.82275402500123,"An anomaly was detected on 2024-11-07 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 74.6% compared with normal business performance, profit increased by 32.1%, and orders increased by 65.8%. The main contributing KPIs were discount (z=2.78), gross_sales (z=2.70), quantity (z=2.60)."
2025-11-21,Possible Anomaly,Medium,Critical,"discount (z=2.73), quantity (z=2.72), product_cost (z=2.68)",120,164405.02,50562.43,74.08786314700716,22.48280908482173,61.77829660975729,"An anomaly was detected on 2025-11-21 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 74.1% compared with normal business performance, profit increased by 22.5%, and orders increased by 61.8%. The main contributing KPIs were discount (z=2.73), quantity (z=2.72), product_cost (z=2.68)."
2022-12-05,Possible Anomaly,Medium,Critical,"quantity (z=2.85), orders (z=2.73), gross_sales (z=2.61)",126,164071.26,54604.47,73.73444592651144,32.274277050922514,69.86721144024516,"An anomaly was detected on 2022-12-05 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 73.7% compared with normal business performance, profit increased by 32.3%, and orders increased by 69.9%. The main contributing KPIs were quantity (z=2.85), orders (z=2.73), gross_sales (z=2.61)."
2024-11-23,Confirmed Anomaly,High,Critical,"discount (z=3.17), profit_margin (z=-3.01), product_cost (z=2.97)",114,163721.91,43868.09,73.36452051310005,6.26638973612971,53.68938177926943,"An anomaly was detected on 2024-11-23 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 73.4% compared with normal business performance, profit increased by 6.3%, and orders increased by 53.7%. The main contributing KPIs were discount (z=3.17), profit_margin (z=-3.01), product_cost (z=2.97)."
2022-12-17,Possible Anomaly,Medium,Critical,"orders (z=3.00), quantity (z=2.81), gross_sales (z=2.44)",131,163624.32,56545.74,73.2611828256954,36.97682403673967,76.60797379898504,"An anomaly was detected on 2022-12-17 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 73.3% compared with normal business performance, profit increased by 37.0%, and orders increased by 76.6%. The main contributing KPIs were orders (z=3.00), quantity (z=2.81), gross_sales (z=2.44)."
2021-12-20,Possible Anomaly,Medium,Critical,"orders (z=2.78), quantity (z=2.71), discount (z=2.68)",127,163417.21,52089.98,73.0418748183342,26.183157644365245,71.21536391199314,"An anomaly was detected on 2021-12-20 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 73.0% compared with normal business performance, profit increased by 26.2%, and orders increased by 71.2%. The main contributing KPIs were orders (z=2.78), quantity (z=2.71), discount (z=2.68)."
2021-12-24,Possible Anomaly,Medium,Critical,"orders (z=2.62), product_cost (z=2.54), quantity (z=2.45)",124,163359.59,52426.01,72.98086121501156,26.99715923283266,67.17090649674921,"An anomaly was detected on 2021-12-24 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 73.0% compared with normal business performance, profit increased by 27.0%, and orders increased by 67.2%. The main contributing KPIs were orders (z=2.62), product_cost (z=2.54), quantity (z=2.45)."
2025-11-19,Possible Anomaly,Medium,Critical,"quantity (z=2.58), gross_sales (z=2.52), discount (z=2.52)",118,163119.08,52769.66,72.7261860720902,27.829619566364876,59.08199166626134,"An anomaly was detected on 2025-11-19 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 72.7% compared with normal business performance, profit increased by 27.8%, and orders increased by 59.1%. The main contributing KPIs were quantity (z=2.58), gross_sales (z=2.52), discount (z=2.52)."
2024-12-18,Possible Anomaly,Medium,Critical,"orders (z=2.62), discount (z=2.56), gross_sales (z=2.52)",124,162263.17,53544.04,71.81986616199165,29.705483477555532,67.17090649674921,"An anomaly was detected on 2024-12-18 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 71.8% compared with normal business performance, profit increased by 29.7%, and orders increased by 67.2%. The main contributing KPIs were orders (z=2.62), discount (z=2.56), gross_sales (z=2.52)."
2025-11-05,Possible Anomaly,Medium,Critical,"product_cost (z=2.66), gross_sales (z=2.50), discount (z=2.48)",104,162164.34,49203.6,71.7152154432069,19.191169116791546,40.20785706178965,"An anomaly was detected on 2025-11-05 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 71.7% compared with normal business performance, profit increased by 19.2%, and orders increased by 40.2%. The main contributing KPIs were product_cost (z=2.66), gross_sales (z=2.50), discount (z=2.48)."
2025-12-03,Possible Anomaly,Medium,Critical,"quantity (z=2.64), profit (z=2.36), revenue (z=2.32)",117,161062.53,60234.31,70.54851293926873,45.91204362776805,57.73383919451336,"An anomaly was detected on 2025-12-03 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 70.5% compared with normal business performance, profit increased by 45.9%, and orders increased by 57.7%. The main contributing KPIs were quantity (z=2.64), profit (z=2.36), revenue (z=2.32)."
2023-11-14,Possible Anomaly,Medium,Critical,"discount (z=2.85), product_cost (z=2.63), gross_sales (z=2.60)",110,160270.69,47724.52,69.71003651346176,15.60823464823103,48.29677189227752,"An anomaly was detected on 2023-11-14 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 69.7% compared with normal business performance, profit increased by 15.6%, and orders increased by 48.3%. The main contributing KPIs were discount (z=2.85), product_cost (z=2.63), gross_sales (z=2.60)."
2022-11-27,Confirmed Anomaly,High,Critical,"discount (z=3.06), quantity (z=2.76), profit_margin (z=-2.70)",112,159874.15,45744.17,69.29014178486821,10.811019977750862,50.99307683577348,"An anomaly was detected on 2022-11-27 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 69.3% compared with normal business performance, profit increased by 10.8%, and orders increased by 51.0%. The main contributing KPIs were discount (z=3.06), quantity (z=2.76), profit_margin (z=-2.70)."
2025-11-06,Possible Anomaly,Medium,Critical,"product_cost (z=2.49), discount (z=2.39), gross_sales (z=2.39)",118,159562.15,49861.22,68.9597661473003,20.78419272958786,59.08199166626134,"An anomaly was detected on 2025-11-06 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 69.0% compared with normal business performance, profit increased by 20.8%, and orders increased by 59.1%. The main contributing KPIs were product_cost (z=2.49), discount (z=2.39), gross_sales (z=2.39)."
2021-11-08,Possible Anomaly,Medium,Critical,"discount (z=2.47), product_cost (z=2.39), gross_sales (z=2.39)",108,159197.59,52024.38,68.57373492155749,26.02424771309879,45.600466948781566,"An anomaly was detected on 2021-11-08 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 68.6% compared with normal business performance, profit increased by 26.0%, and orders increased by 45.6%. The main contributing KPIs were discount (z=2.47), product_cost (z=2.39), gross_sales (z=2.39)."
2022-11-16,Possible Anomaly,Medium,Critical,"quantity (z=2.63), discount (z=2.58), gross_sales (z=2.50)",112,158899.62,49854.69,68.25821559871737,20.768374408685883,50.99307683577348,"An anomaly was detected on 2022-11-16 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 68.3% compared with normal business performance, profit increased by 20.8%, and orders increased by 51.0%. The main contributing KPIs were quantity (z=2.63), discount (z=2.58), gross_sales (z=2.50)."
2022-12-27,Possible Anomaly,Medium,Critical,"orders (z=2.57), quantity (z=2.46), gross_sales (z=2.24)",123,158850.07,58319.59,68.20574728832798,41.27381156077898,65.82275402500123,"An anomaly was detected on 2022-12-27 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 68.2% compared with normal business performance, profit increased by 41.3%, and orders increased by 65.8%. The main contributing KPIs were orders (z=2.57), quantity (z=2.46), gross_sales (z=2.24)."
2022-12-31,Possible Anomaly,Medium,Critical,"gross_sales (z=2.33), revenue (z=2.23), discount (z=2.20)",102,158679.19,55998.76,68.0248030929831,35.65181558850617,37.5115521182937,"An anomaly was detected on 2022-12-31 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 68.0% compared with normal business performance, profit increased by 35.7%, and orders increased by 37.5%. The main contributing KPIs were gross_sales (z=2.33), revenue (z=2.23), discount (z=2.20)."
2021-11-18,Possible Anomaly,Medium,Critical,"discount (z=2.76), quantity (z=2.66), gross_sales (z=2.54)",121,158136.07,47661.79,67.44969534850911,15.456277026457505,63.126449081505264,"An anomaly was detected on 2021-11-18 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 67.4% compared with normal business performance, profit increased by 15.5%, and orders increased by 63.1%. The main contributing KPIs were discount (z=2.76), quantity (z=2.66), gross_sales (z=2.54)."
2025-12-20,Possible Anomaly,Medium,Critical,"orders (z=2.46), quantity (z=2.28), gross_sales (z=2.21)",121,157246.56,54189.59,66.5077965235955,31.269268631961804,63.126449081505264,"An anomaly was detected on 2025-12-20 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 66.5% compared with normal business performance, profit increased by 31.3%, and orders increased by 63.1%. The main contributing KPIs were orders (z=2.46), quantity (z=2.28), gross_sales (z=2.21)."
2022-12-10,Possible Anomaly,Medium,Critical,"orders (z=3.11), quantity (z=2.73), discount (z=2.51)",133,156694.31,49725.93,65.92302105613756,20.45646522042571,79.30427874248099,"An anomaly was detected on 2022-12-10 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 65.9% compared with normal business performance, profit increased by 20.5%, and orders increased by 79.3%. The main contributing KPIs were orders (z=3.11), quantity (z=2.73), discount (z=2.51)."
2022-11-29,Confirmed Anomaly,High,Critical,"repeat_customer_rate (z=-3.13), product_cost (z=2.21), revenue (z=2.10)",99,155140.19,52029.77,64.2773691783906,26.037304489463516,33.46709470304977,"An anomaly was detected on 2022-11-29 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 64.3% compared with normal business performance, profit increased by 26.0%, and orders increased by 33.5%. The main contributing KPIs were repeat_customer_rate (z=-3.13), product_cost (z=2.21), revenue (z=2.10)."
2025-11-12,Possible Anomaly,Medium,Critical,"repeat_customer_rate (z=-2.81), discount (z=2.75), gross_sales (z=2.45)",109,154760.65,47112.03,63.87547568645942,14.124534285405067,46.94861942052954,"An anomaly was detected on 2025-11-12 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 63.9% compared with normal business performance, profit increased by 14.1%, and orders increased by 46.9%. The main contributing KPIs were repeat_customer_rate (z=-2.81), discount (z=2.75), gross_sales (z=2.45)."
